,Stvarna potrošnja,Random Forest predikcija,LSTM predikcija,Temperatura,Sat,Mjesec,Vikend
2018-04-15 20:00:00,29826.0,29585.58,28728.8264960289,14.590000000000032,20,4,1
2018-04-15 21:00:00,28733.0,27761.12,29227.937713146213,13.590000000000032,21,4,1
2018-04-15 22:00:00,26779.999999999996,27309.23,27407.599905586245,13.270000000000039,22,4,1
2018-04-15 23:00:00,24561.0,25182.54,24825.03899641037,13.32000000000005,23,4,1
2018-04-16 00:00:00,22905.000000000004,22087.41,23341.452073001863,13.0,0,4,0
2018-04-16 01:00:00,21864.0,23528.61,22340.50226840973,12.430000000000007,1,4,0
2018-04-16 02:00:00,21464.0,23076.81,21619.653643703463,11.140000000000043,2,4,0
2018-04-16 03:00:00,21581.000000000004,22455.25,21481.60279979706,9.0,3,4,0
2018-04-16 04:00:00,22097.000000000004,22303.87,21960.369836235048,9.430000000000007,4,4,0
2018-04-16 05:00:00,25082.0,22966.3,23289.14369773865,9.0,5,4,0
2018-04-16 06:00:00,29079.0,24266.64,25660.378575515748,8.57000000000005,6,4,0
2018-04-16 07:00:00,31852.0,26186.29,28415.94559631348,8.0,7,4,0
2018-04-16 08:00:00,33236.0,30060.002,30543.9317568779,8.0,8,4,0
2018-04-16 09:00:00,33698.0,31038.48,31816.11207304001,7.160000000000025,9,4,0
2018-04-16 10:00:00,33840.0,31834.96,32426.112748336793,8.78000000000003,10,4,0
2018-04-16 11:00:00,33564.0,32021.14,32493.901453113558,10.590000000000032,11,4,0
2018-04-16 12:00:00,33233.0,31080.45,32115.83713436127,11.379999999999995,12,4,0
2018-04-16 13:00:00,32166.0,30954.76,31457.486067104343,11.950000000000045,13,4,0
2018-04-16 14:00:00,31645.0,31812.35,30731.27060260773,13.400000000000034,14,4,0
2018-04-16 15:00:00,31079.0,29755.96,30145.784518527988,13.970000000000027,15,4,0
2018-04-16 16:00:00,30626.0,29236.56,29899.31032571793,14.980000000000018,16,4,0
2018-04-16 17:00:00,30003.0,29947.75,30090.868415832523,15.78000000000003,17,4,0
2018-04-16 18:00:00,30052.0,30370.39,30692.323167896273,16.590000000000032,18,4,0
2018-04-16 19:00:00,31276.0,30022.17,31438.71677799225,16.99000000000001,19,4,0
2018-04-16 20:00:00,33338.0,31486.01,31771.23132591248,16.600000000000023,20,4,0
2018-04-16 21:00:00,31070.000000000004,29932.29,30832.97197246552,15.400000000000034,21,4,0
2018-04-16 22:00:00,28471.0,27685.44,28346.943370437624,14.270000000000039,22,4,0
2018-04-16 23:00:00,26383.0,26551.17,25798.956824970246,13.370000000000005,23,4,0
2018-04-17 00:00:00,24673.0,24341.56,24272.2398478508,11.710000000000036,0,4,0
2018-04-17 01:00:00,23545.0,22952.97,23268.68231582642,11.0,1,4,0
2018-04-17 02:00:00,23205.0,22920.0,22481.17793159485,9.430000000000007,2,4,0
2018-04-17 03:00:00,23059.0,23073.855,22231.5197719574,8.860000000000014,3,4,0
2018-04-17 04:00:00,23484.000000000004,22160.96,22611.556978130342,8.0,4,4,0
2018-04-17 05:00:00,25986.0,24412.51,23878.76356697083,7.0,5,4,0
2018-04-17 06:00:00,29426.000000000004,25686.86,26141.477428150178,6.430000000000007,6,4,0
2018-04-17 07:00:00,31766.0,27754.21,28720.68589372635,6.0,7,4,0
2018-04-17 08:00:00,32648.0,28888.55,30681.96795063019,5.980000000000018,8,4,0
2018-04-17 09:00:00,32849.0,29700.81,31855.60644683838,7.160000000000025,9,4,0
2018-04-17 10:00:00,32792.0,31319.82,32402.41612405777,8.78000000000003,10,4,0
2018-04-17 11:00:00,32740.0,30225.03,32465.26528520584,10.78000000000003,11,4,0
2018-04-17 12:00:00,32324.0,33203.43,32130.54100570679,13.379999999999995,12,4,0
2018-04-17 13:00:00,31433.0,31848.3,31517.571232509614,14.760000000000048,13,4,0
2018-04-17 14:00:00,30965.0,31255.35,30814.468827819826,16.760000000000048,14,4,0
2018-04-17 15:00:00,30500.0,29294.89,30235.78529863358,17.78000000000003,15,4,0
2018-04-17 16:00:00,30133.0,29235.96,29956.555802917483,19.170000000000016,16,4,0
2018-04-17 17:00:00,29427.999999999996,28976.05,30119.27506465912,19.970000000000027,17,4,0
2018-04-17 18:00:00,29522.000000000004,29415.71,30722.827230453495,21.0,18,4,0
2018-04-17 19:00:00,30658.0,29863.29,31514.126004600526,21.189999999999998,19,4,0
2018-04-17 20:00:00,32894.0,30088.295,31873.753104400635,20.79000000000002,20,4,0
2018-04-17 21:00:00,30671.0,29542.5,30860.487403583527,20.0,21,4,0
2018-04-17 22:00:00,28162.0,27000.15,28226.560612392426,17.980000000000018,22,4,0
2018-04-17 23:00:00,26275.0,25598.14,25674.164370536808,15.510000000000048,23,4,0
2018-04-18 00:00:00,24564.0,24536.37,24249.59803466797,14.0,0,4,0
2018-04-18 01:00:00,23497.0,23021.04,23286.958383083347,12.860000000000014,1,4,0
2018-04-18 02:00:00,23063.0,22830.47,22531.33273420334,11.430000000000007,2,4,0
2018-04-18 03:00:00,22984.0,22801.32,22296.439488220218,10.860000000000014,3,4,0
2018-04-18 04:00:00,23421.999999999996,22825.27,22691.26602497101,9.860000000000014,4,4,0
2018-04-18 05:00:00,25891.0,24448.75,23922.425909614565,9.430000000000007,5,4,0
2018-04-18 06:00:00,29102.000000000004,24527.2,26042.344718647004,9.430000000000007,6,4,0
2018-04-18 07:00:00,31131.0,27927.62,28433.818784332278,8.0,7,4,0
2018-04-18 08:00:00,32038.0,31090.89,30288.43062744141,9.210000000000036,8,4,0
2018-04-18 09:00:00,32088.0,29800.78,31403.278055191044,9.970000000000027,9,4,0
2018-04-18 10:00:00,32189.0,34745.21,31912.256151103975,12.78000000000003,10,4,0
2018-04-18 11:00:00,32377.0,32978.71,31918.28468952179,14.970000000000027,11,4,0
2018-04-18 12:00:00,31989.0,31531.93,31534.409142971042,17.170000000000016,12,4,0
2018-04-18 13:00:00,31095.0,30432.755,30933.469587993623,18.379999999999995,13,4,0
2018-04-18 14:00:00,30560.0,29320.89,30305.292954826356,20.189999999999998,14,4,0
2018-04-18 15:00:00,30190.0,30488.47,29833.963313293458,21.710000000000036,15,4,0
2018-04-18 16:00:00,29916.0,30924.4,29657.131069755556,22.78000000000003,16,4,0
2018-04-18 17:00:00,29405.0,31982.18,29865.068032169343,23.189999999999998,17,4,0
2018-04-18 18:00:00,29307.0,31870.445,30422.665106201173,23.79000000000002,18,4,0
2018-04-18 19:00:00,30326.0,30842.015,31087.161913108826,24.0,19,4,0
2018-04-18 20:00:00,32271.0,31272.748333333337,31300.70988454819,23.600000000000023,20,4,0
2018-04-18 21:00:00,30098.0,28914.535,30271.788052368167,22.410000000000025,21,4,0
2018-04-18 22:00:00,27448.0,24716.93,27918.755991077425,20.260000000000048,22,4,0
2018-04-18 23:00:00,25618.999999999996,25259.27,25634.743247509006,17.910000000000025,23,4,0
2018-04-19 00:00:00,23983.0,24179.95,24281.457236480714,16.220000000000027,0,4,0
2018-04-19 01:00:00,23088.0,22575.77,23294.31520214081,17.370000000000005,1,4,0
2018-04-19 02:00:00,22792.0,22655.433333333334,22528.837324619297,16.140000000000043,2,4,0
2018-04-19 03:00:00,22678.000000000004,22009.24,22293.29214677811,14.57000000000005,3,4,0
2018-04-19 04:00:00,23089.0,21500.51,22674.48671512604,11.57000000000005,4,4,0
2018-04-19 05:00:00,25411.0,22769.92,23832.820683670045,11.0,5,4,0
2018-04-19 06:00:00,28377.0,26908.75,25818.871267795566,10.57000000000005,6,4,0
2018-04-19 07:00:00,30329.000000000004,24785.47,28145.996973228455,9.430000000000007,7,4,0
2018-04-19 08:00:00,31331.000000000004,30284.9675,30064.65929012299,10.490000000000009,8,4,0
2018-04-19 09:00:00,31533.0,30546.1375,31285.788702583315,10.970000000000027,9,4,0
2018-04-19 10:00:00,31654.999999999996,31033.1,31881.82045593262,13.170000000000016,10,4,0
2018-04-19 11:00:00,31789.0,29547.7,31962.528154945376,15.78000000000003,11,4,0
2018-04-19 12:00:00,31745.0,31322.41,31640.129538440706,18.0,12,4,0
2018-04-19 13:00:00,30735.0,29682.21,31079.797768974306,19.189999999999998,13,4,0
2018-04-19 14:00:00,30351.0,29266.4,30484.601074409486,19.980000000000018,14,4,0
2018-04-19 15:00:00,30048.0,30501.91,30034.335912799837,20.980000000000018,15,4,0
2018-04-19 16:00:00,29657.0,29755.02,29865.546603870393,21.600000000000023,16,4,0
2018-04-19 17:00:00,29055.0,28946.82,30049.75764169693,22.390000000000043,17,4,0
2018-04-19 18:00:00,29193.0,28590.6,30535.8961473465,22.600000000000023,18,4,0
2018-04-19 19:00:00,30229.0,28608.95,31063.87305145264,22.390000000000043,19,4,0
2018-04-19 20:00:00,31956.0,28606.673333333336,31099.682911491396,22.210000000000036,20,4,0
2018-04-19 21:00:00,29614.0,28527.49,29994.44110145569,21.010000000000048,21,4,0
2018-04-19 22:00:00,27129.0,26708.73,27814.361434555056,19.29000000000002,22,4,0
2018-04-19 23:00:00,25501.0,25291.16,25694.906547069553,18.010000000000048,23,4,0
2018-04-20 00:00:00,24049.0,23384.7,24339.562189388278,16.650000000000034,0,4,0
2018-04-20 01:00:00,22958.0,22074.99,23291.343662548068,16.57000000000005,1,4,0
2018-04-20 02:00:00,22549.000000000004,22436.09166666667,22499.458882236482,16.57000000000005,2,4,0
2018-04-20 03:00:00,22524.0,22572.28,22260.790779876712,15.57000000000005,3,4,0
2018-04-20 04:00:00,22947.0,22942.92,22624.55654821396,14.57000000000005,4,4,0
2018-04-20 05:00:00,25292.000000000004,23465.245142857144,23725.859908485414,13.57000000000005,5,4,0
2018-04-20 06:00:00,28473.0,27588.12,25651.564066123963,12.430000000000007,6,4,0
2018-04-20 07:00:00,30344.0,27696.34,27967.587396430972,12.140000000000043,7,4,0
2018-04-20 08:00:00,31243.0,31885.96,29906.530410003663,10.470000000000027,8,4,0
2018-04-20 09:00:00,31738.0,32273.9075,31149.15159854889,10.980000000000018,9,4,0
2018-04-20 10:00:00,31805.0,33188.14,31761.335146808626,12.370000000000005,10,4,0
2018-04-20 11:00:00,31985.0,33373.65,31865.21450624466,14.370000000000005,11,4,0
2018-04-20 12:00:00,31789.0,31540.8,31568.4121506691,15.590000000000032,12,4,0
2018-04-20 13:00:00,30709.0,30906.22,31026.739794158937,15.980000000000018,13,4,0
2018-04-20 14:00:00,29909.000000000004,27733.54,30430.48096342087,16.980000000000018,14,4,0
2018-04-20 15:00:00,29426.999999999996,28774.12,29956.987982463837,18.189999999999998,15,4,0
2018-04-20 16:00:00,29126.0,29387.82,29755.28466062546,19.189999999999998,16,4,0
2018-04-20 17:00:00,28625.0,30362.24,29916.004176330567,20.180000000000007,17,4,0
2018-04-20 18:00:00,28530.0,28110.04,30404.406130790714,20.79000000000002,18,4,0
2018-04-20 19:00:00,29259.0,30459.77,30956.003966712953,20.79000000000002,19,4,0
2018-04-20 20:00:00,30939.0,31503.9,31000.826113224033,20.0,20,4,0
2018-04-20 21:00:00,28892.0,29305.22,29893.262253761295,18.620000000000005,21,4,0
2018-04-20 22:00:00,26821.0,26761.53,27767.131779384614,17.03000000000003,22,4,0
2018-04-20 23:00:00,25248.0,25457.61,25713.02390432358,16.350000000000023,23,4,0
2018-04-21 00:00:00,23680.000000000004,23971.75,24363.879003524784,16.0,0,4,1
2018-04-21 01:00:00,22547.000000000004,21759.9,23287.361262321476,15.0,1,4,1
2018-04-21 02:00:00,22086.0,23865.02,22420.877897262577,14.57000000000005,2,4,1
2018-04-21 03:00:00,21677.000000000004,21901.13,22064.581265830995,13.0,3,4,1
2018-04-21 04:00:00,21536.0,22351.222,22175.241204929353,11.430000000000007,4,4,1
2018-04-21 05:00:00,21904.000000000004,23289.75,22716.605908203128,11.57000000000005,5,4,1
2018-04-21 06:00:00,22593.0,21968.16,23759.970350646974,10.57000000000005,6,4,1
2018-04-21 07:00:00,24260.000000000004,22403.36,25327.119311428072,10.0,7,4,1
2018-04-21 08:00:00,26665.0,26804.78,27157.038319778443,9.990000000000009,8,4,1
2018-04-21 09:00:00,28037.000000000004,26823.77,28703.91390895844,9.950000000000045,9,4,1
2018-04-21 10:00:00,28331.999999999996,28052.44,29642.046294403077,11.590000000000032,10,4,1
2018-04-21 11:00:00,28402.0,34665.8,29925.297257423405,12.600000000000023,11,4,1
2018-04-21 12:00:00,28482.0,28153.13,29672.098643875124,13.590000000000032,12,4,1
2018-04-21 13:00:00,27616.000000000004,29801.02,29077.22425270081,14.600000000000023,13,4,1
2018-04-21 14:00:00,26301.0,30380.22,28357.554965400697,15.189999999999998,14,4,1
2018-04-21 15:00:00,25500.0,30487.67,27721.721185016635,16.0,15,4,1
2018-04-21 16:00:00,25104.0,28076.45,27329.114146614076,16.57000000000005,16,4,1
2018-04-21 17:00:00,24938.000000000004,24284.03,27304.13807554245,18.57000000000005,17,4,1
2018-04-21 18:00:00,25059.0,24943.6,27728.10132713318,19.58000000000004,18,4,1
2018-04-21 19:00:00,26105.0,26182.03,28550.121474456788,19.58000000000004,19,4,1
2018-04-21 20:00:00,28294.000000000004,27796.12,29335.731105422976,19.189999999999998,20,4,1
2018-04-21 21:00:00,27127.0,28062.38,29053.166257953646,17.99000000000001,21,4,1
2018-04-21 22:00:00,25311.0,28486.973333333335,26937.991657161714,17.680000000000007,22,4,1
2018-04-21 23:00:00,23571.0,24263.095,24480.15483503342,16.340000000000032,23,4,1
2018-04-22 00:00:00,21979.0,22729.66,23059.37312231064,14.0,0,4,1
2018-04-22 01:00:00,20976.0,22831.64,22032.394877243045,13.0,1,4,1
2018-04-22 02:00:00,20234.0,22220.25,21247.81075706482,13.0,2,4,1
2018-04-22 03:00:00,19844.0,20672.82,20968.94751520157,11.860000000000014,3,4,1
2018-04-22 04:00:00,19706.0,21528.11,21130.58510723114,11.430000000000007,4,4,1
2018-04-22 05:00:00,20005.0,23505.66,21652.289303684236,10.430000000000007,5,4,1
2018-04-22 06:00:00,19982.0,21765.99,22545.13073768616,10.430000000000007,6,4,1
2018-04-22 07:00:00,20892.0,26752.15,23828.989668369297,10.430000000000007,7,4,1
2018-04-22 08:00:00,22912.0,29585.71,25364.613939189912,11.5,8,4,1
2018-04-22 09:00:00,24535.0,25778.196,26783.81831865311,11.470000000000027,9,4,1
2018-04-22 10:00:00,25139.0,29126.92,27721.591775321962,12.970000000000027,10,4,1
2018-04-22 11:00:00,25423.999999999996,27060.93,28063.61671495438,14.970000000000027,11,4,1
2018-04-22 12:00:00,25589.0,30770.02,27877.82834386826,17.57000000000005,12,4,1
2018-04-22 13:00:00,25349.0,26316.41,27360.14073133469,19.970000000000027,13,4,1
2018-04-22 14:00:00,24083.0,23761.89,26736.776673793796,20.980000000000018,14,4,1
2018-04-22 15:00:00,23223.0,26111.14,26196.67676715851,21.210000000000036,15,4,1
2018-04-22 16:00:00,22956.0,27483.750000000004,25884.27932252884,21.379999999999995,16,4,1
2018-04-22 17:00:00,23105.0,30278.13,25900.567852211,21.980000000000018,17,4,1
2018-04-22 18:00:00,23583.000000000004,28345.09,26340.455821323398,21.79000000000002,18,4,1
2018-04-22 19:00:00,25261.000000000004,30646.37,27244.56566553116,22.390000000000043,19,4,1
2018-04-22 20:00:00,27790.0,29960.8,28376.353554821017,21.810000000000002,20,4,1
2018-04-22 21:00:00,26876.000000000004,29778.78,28654.80659236908,21.010000000000048,21,4,1
2018-04-22 22:00:00,25093.0,27596.92,26852.322439289095,20.260000000000048,22,4,1
2018-04-22 23:00:00,23229.999999999996,24227.55,24477.13446159363,18.28000000000003,23,4,1
2018-04-23 00:00:00,21959.0,21985.875,23044.354272651675,16.430000000000007,0,4,0
2018-04-23 01:00:00,21021.0,21914.07,22102.923160839084,15.0,1,4,0
2018-04-23 02:00:00,20852.0,21046.28,21464.869882106785,14.0,2,4,0
2018-04-23 03:00:00,20784.0,20566.56,21370.82565946579,13.430000000000007,3,4,0
2018-04-23 04:00:00,21427.0,21113.41,21879.9893239975,13.0,4,4,0
2018-04-23 05:00:00,23894.0,23195.84,23213.736912822726,13.0,5,4,0
2018-04-23 06:00:00,26902.0,26848.47,25421.05609960556,12.430000000000007,6,4,0
2018-04-23 07:00:00,28929.0,30454.4,27903.986194038393,13.0,7,4,0
2018-04-23 08:00:00,29917.0,30807.89,29884.198691749574,13.470000000000027,8,4,0
2018-04-23 09:00:00,30524.999999999996,30606.35,31119.57293739319,13.0,9,4,0
2018-04-23 10:00:00,30811.0,28901.6,31703.230193901065,14.0,10,4,0
2018-04-23 11:00:00,30966.0,32015.08,31752.9528169632,14.390000000000043,11,4,0
2018-04-23 12:00:00,30917.0,31200.7,31403.368397808077,16.160000000000025,12,4,0
2018-04-23 13:00:00,30052.0,31548.73,30836.29267406464,18.590000000000032,13,4,0
2018-04-23 14:00:00,29495.0,29963.8,30251.006808757786,20.0,14,4,0
2018-04-23 15:00:00,29198.000000000004,29290.34,29824.477338504792,21.170000000000016,15,4,0
2018-04-23 16:00:00,28912.999999999996,29124.69,29683.325545310978,22.170000000000016,16,4,0
2018-04-23 17:00:00,28408.0,28985.91,29884.037540054323,22.980000000000018,17,4,0
2018-04-23 18:00:00,28414.0,28734.52,30371.287015724185,23.379999999999995,18,4,0
2018-04-23 19:00:00,29388.0,30827.32,30921.598079776766,24.0,19,4,0
2018-04-23 20:00:00,31027.0,31237.82,31081.885415935518,23.75,20,4,0
2018-04-23 21:00:00,29028.0,28870.575,30207.20040626526,21.834000000000117,21,4,0
2018-04-23 22:00:00,26432.0,27051.86,28118.49619226456,15.996000000000038,22,4,0
2018-04-23 23:00:00,24821.0,24767.89,25859.505911922457,19.49000000000001,23,4,0
2018-04-24 00:00:00,23415.0,23655.66,24384.49665374756,15.996000000000038,0,4,0
2018-04-24 01:00:00,22421.000000000004,23290.72,23324.225933456422,13.277000000000044,1,4,0
2018-04-24 02:00:00,22293.999999999996,22848.18,22480.098703575135,13.277000000000044,2,4,0
2018-04-24 03:00:00,22164.999999999996,22423.9,22182.309904289246,14.0,3,4,0
2018-04-24 04:00:00,22721.0,21998.39,22561.668319988254,13.0,4,4,0
2018-04-24 05:00:00,24950.0,23617.67,23798.773725509647,13.0,5,4,0
2018-04-24 06:00:00,27843.000000000004,26170.37,25874.25617542267,11.980000000000018,6,4,0
2018-04-24 07:00:00,30152.0,29321.27,28235.423955631257,12.0,7,4,0
2018-04-24 08:00:00,31016.0,31245.13,30170.006106662753,11.5,8,4,0
2018-04-24 09:00:00,31416.0,30979.86,31409.057540988924,12.370000000000005,9,4,0
2018-04-24 10:00:00,31768.0,32064.89,32021.365615558625,15.180000000000007,10,4,0
2018-04-24 11:00:00,32085.0,30065.57,32111.42255458832,16.57000000000005,11,4,0
2018-04-24 12:00:00,31885.0,29917.22,31815.16469640732,19.0,12,4,0
2018-04-24 13:00:00,31151.0,30643.94,31293.33841533661,21.379999999999995,13,4,0
2018-04-24 14:00:00,30459.000000000004,27461.16,30731.07038383484,23.0,14,4,0
2018-04-24 15:00:00,30279.0,26807.39,30309.260704898836,24.210000000000036,15,4,0
2018-04-24 16:00:00,30051.0,28763.51,30156.400996875764,25.210000000000036,16,4,0
2018-04-24 17:00:00,29502.0,28328.99,30331.90495977402,24.79000000000002,17,4,0
2018-04-24 18:00:00,29478.0,28552.8,30789.739367675782,24.79000000000002,18,4,0
2018-04-24 19:00:00,30375.0,29972.689166666663,31298.512361431123,24.210000000000036,19,4,0
2018-04-24 20:00:00,32068.0,30754.95583333333,31376.536640548708,24.200000000000045,20,4,0
2018-04-24 21:00:00,29749.999999999996,28288.06833333333,30370.852394485475,21.32900000000012,21,4,0
2018-04-24 22:00:00,27046.0,26874.27,28185.191018867496,16.742999999999995,22,4,0
2018-04-24 23:00:00,25396.0,25754.83,25967.99762821198,16.742999999999995,23,4,0
2018-04-25 00:00:00,23966.0,23986.2,24565.07933673859,18.99000000000001,0,4,0
2018-04-25 01:00:00,22969.999999999996,22812.51,23491.237690353395,17.83000000000004,1,4,0
2018-04-25 02:00:00,22730.0,21947.311666666665,22633.436983299256,17.0,2,4,0
2018-04-25 03:00:00,22653.0,22762.71,22322.079699611666,14.430000000000007,3,4,0
2018-04-25 04:00:00,23067.999999999996,21900.05,22662.500447368624,13.0,4,4,0
2018-04-25 05:00:00,25149.0,24695.39,23822.360473632816,11.430000000000007,5,4,0
2018-04-25 06:00:00,27858.0,27498.52,25820.651261520386,12.0,6,4,0
2018-04-25 07:00:00,30098.0,30656.47,28179.604426765443,11.0,7,4,0
2018-04-25 08:00:00,31274.0,30490.26,30181.181732559206,12.230000000000018,8,4,0
2018-04-25 09:00:00,31755.0,31661.7,31496.123406887058,12.970000000000027,9,4,0
2018-04-25 10:00:00,32117.0,31492.82,32167.361726379397,14.990000000000009,10,4,0
2018-04-25 11:00:00,32424.0,31923.31,32295.638475799562,17.99000000000001,11,4,0
2018-04-25 12:00:00,32298.000000000004,30941.57,32010.94203090668,19.560000000000002,12,4,0
2018-04-25 13:00:00,31370.0,31148.735,31475.16880311966,21.760000000000048,13,4,0
2018-04-25 14:00:00,30718.999999999996,31878.43,30879.39342746735,23.57000000000005,14,4,0
2018-04-25 15:00:00,30330.000000000004,32202.28,30415.43525514603,26.0,15,4,0
2018-04-25 16:00:00,30166.000000000004,34262.25,30220.876325130466,26.74000000000001,16,4,0
2018-04-25 17:00:00,29606.0,37522.31,30367.988289356235,27.379999999999995,17,4,0
2018-04-25 18:00:00,29691.0,33373.66,30817.110738945008,26.920000000000016,18,4,0
2018-04-25 19:00:00,30551.0,38006.12,31321.44717769623,27.390000000000043,19,4,0
2018-04-25 20:00:00,31779.0,36356.38,31374.451435279847,26.980000000000018,20,4,0
2018-04-25 21:00:00,29529.0,31548.786666666667,30348.256973457337,24.980000000000018,21,4,0
2018-04-25 22:00:00,27130.0,28388.75,28226.660721778873,22.27000000000004,22,4,0
2018-04-25 23:00:00,25473.0,24661.69,26100.635240173342,20.960000000000036,23,4,0
2018-04-26 00:00:00,23963.0,24604.05,24729.51754989624,20.0,0,4,0
2018-04-26 01:00:00,23040.0,22966.0775,23672.19151058197,18.0,1,4,0
2018-04-26 02:00:00,22718.0,22622.5,22829.85892457962,14.860000000000014,2,4,0
2018-04-26 03:00:00,22643.0,22224.01,22525.47023086548,12.860000000000014,3,4,0
2018-04-26 04:00:00,22961.0,21971.9,22874.03158092499,12.430000000000007,4,4,0
2018-04-26 05:00:00,25108.0,24546.015,24033.405710411073,11.430000000000007,5,4,0
2018-04-26 06:00:00,27716.999999999996,27468.98,26007.870464324955,11.57000000000005,6,4,0
2018-04-26 07:00:00,29903.0,31118.63,28340.11884031296,11.0,7,4,0
2018-04-26 08:00:00,31186.0,30044.52583333333,30351.296880435944,10.710000000000036,8,4,0
2018-04-26 09:00:00,31427.000000000004,31937.64,31694.777054977418,12.560000000000002,9,4,0
2018-04-26 10:00:00,31629.0,29412.63,32391.311307239535,14.970000000000027,10,4,0
2018-04-26 11:00:00,31931.0,30699.39,32547.933663177493,16.78000000000003,11,4,0
2018-04-26 12:00:00,31844.0,29935.29,32279.371921348575,19.170000000000016,12,4,0
2018-04-26 13:00:00,30834.0,29720.43,31762.912480068208,20.980000000000018,13,4,0
2018-04-26 14:00:00,30329.000000000004,27521.21,31173.590497303012,22.370000000000005,14,4,0
2018-04-26 15:00:00,30047.0,26815.61,30697.050284290315,22.970000000000027,15,4,0
2018-04-26 16:00:00,29787.0,24587.79,30456.53626251221,25.0,16,4,0
2018-04-26 17:00:00,29376.0,24291.42,30541.2141532898,24.970000000000027,17,4,0
2018-04-26 18:00:00,29149.0,24274.74,30893.3330491066,24.980000000000018,18,4,0
2018-04-26 19:00:00,29777.0,26054.903333333332,31273.021093273164,25.590000000000032,19,4,0
2018-04-26 20:00:00,31423.0,27056.133333333335,31179.069654941562,24.79000000000002,20,4,0
2018-04-26 21:00:00,29650.000000000004,27188.93,30059.578128337864,23.600000000000023,21,4,0
2018-04-26 22:00:00,27208.0,29779.94,27952.49773769379,22.5,22,4,0
2018-04-26 23:00:00,25765.0,24125.61,25863.99862585068,20.950000000000045,23,4,0
2018-04-27 00:00:00,24124.0,22758.08,24494.89289007187,18.900000000000034,0,4,0
2018-04-27 01:00:00,23130.000000000004,22415.03,23447.93915987015,17.850000000000023,1,4,0
2018-04-27 02:00:00,22873.000000000004,22676.67166666667,22645.16687335968,17.850000000000023,2,4,0
2018-04-27 03:00:00,22679.000000000004,22642.887499999997,22385.46114969254,16.010000000000048,3,4,0
2018-04-27 04:00:00,23110.0,23062.2,22739.48212385178,14.29000000000002,4,4,0
2018-04-27 05:00:00,25219.0,24107.957142857147,23847.412237167362,13.860000000000014,5,4,0
2018-04-27 06:00:00,27775.0,27386.41,25755.907347106935,12.860000000000014,6,4,0
2018-04-27 07:00:00,29840.0,27935.59,28049.113062381748,11.860000000000014,7,4,0
2018-04-27 08:00:00,30991.0,30081.05,30023.98802061081,13.5,8,4,0
2018-04-27 09:00:00,31475.0,27196.14,31327.568500423433,13.350000000000023,9,4,0
2018-04-27 10:00:00,31899.0,29135.65,31995.42263431549,15.970000000000027,10,4,0
2018-04-27 11:00:00,32063.0,31119.96,32135.102087020878,17.980000000000018,11,4,0
2018-04-27 12:00:00,31748.000000000004,31760.306,31872.136704063418,19.590000000000032,12,4,0
2018-04-27 13:00:00,30729.0,27792.71,31361.98659582138,20.57000000000005,13,4,0
2018-04-27 14:00:00,29975.000000000004,30881.62,30801.276364040375,21.400000000000034,14,4,0
2018-04-27 15:00:00,29598.0,28665.46,30373.193977451327,21.980000000000018,15,4,0
2018-04-27 16:00:00,29358.0,30012.86,30220.983759593964,22.379999999999995,16,4,0
2018-04-27 17:00:00,28865.0,28018.19,30384.523429965975,23.189999999999998,17,4,0
2018-04-27 18:00:00,28684.000000000004,30341.83,30821.417884254457,22.810000000000002,18,4,0
2018-04-27 19:00:00,29059.0,29756.75,31261.9944106102,22.600000000000023,19,4,0
2018-04-27 20:00:00,30450.0,30052.403333333335,31191.96423225403,21.79000000000002,20,4,0
2018-04-27 21:00:00,28940.000000000004,29351.8,30082.486085987093,20.600000000000023,21,4,0
2018-04-27 22:00:00,26927.0,26624.86,28040.281461143495,19.370000000000005,22,4,0
2018-04-27 23:00:00,25505.0,24635.8,25979.52241611481,17.960000000000036,23,4,0
2018-04-28 00:00:00,23912.0,21830.4,24548.04364919663,16.860000000000014,0,4,1
2018-04-28 01:00:00,22710.000000000004,21751.11,23408.664538383488,16.430000000000007,1,4,1
2018-04-28 02:00:00,22195.000000000004,22677.64333333333,22479.554206180575,16.430000000000007,2,4,1
2018-04-28 03:00:00,21763.0,22241.75,22059.644163894656,14.430000000000007,3,4,1
2018-04-28 04:00:00,21609.0,22177.51,22113.72032442093,14.0,4,4,1
2018-04-28 05:00:00,21846.0,23006.79,22602.280988883973,12.860000000000014,5,4,1
2018-04-28 06:00:00,22297.0,23271.54,23571.84772167206,12.430000000000007,6,4,1
2018-04-28 07:00:00,24017.0,24842.62,25022.361922168733,11.430000000000007,7,4,1
2018-04-28 08:00:00,26391.000000000004,24651.39,26729.0682510376,10.740000000000009,8,4,1
2018-04-28 09:00:00,27728.0,26812.26,28267.444309139253,10.740000000000009,9,4,1
2018-04-28 10:00:00,28241.0,30180.19,29261.82596130371,10.980000000000018,10,4,1
2018-04-28 11:00:00,28117.0,29574.385,29631.297964668276,11.57000000000005,11,4,1
2018-04-28 12:00:00,28177.0,30586.4,29459.05610275269,12.78000000000003,12,4,1
2018-04-28 13:00:00,27408.0,29327.32,28942.08146438599,13.57000000000005,13,4,1
2018-04-28 14:00:00,26196.000000000004,27706.59,28304.575124740604,14.78000000000003,14,4,1
2018-04-28 15:00:00,25406.0,28077.49,27735.651039886478,15.57000000000005,15,4,1
2018-04-28 16:00:00,24930.0,29141.62,27384.025365924837,16.78000000000003,16,4,1
